AMPLITUDE,,,,,,AMPLITUDE,,,,,,AMPLITUDE,,,,,,AMPLITUDE,,,,,,,,,,,PHASE,,,,,,PHASE,,,,,,PHASE,,,,,,PHASE,,,,,,,,,,,,,,,,,,,,
Frequency(Hz),Gen,R,L,C,,Frequency(Hz),Gen,R,L,C,,Frequency(Hz),Gen(V),R,L,C,,Frequency(Hz),Gen(V),R,L,C,, σ_gen,σ_R,σ_L,σ_C,,Frequency(Hz),Gen(rad),R,L,C,,Frequency(Hz),Gen(rad),R,L,C,,Frequency(Hz),Gen(rad),R,L,C,,Frequency(Hz),Gen(rad),R,L,C,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.141,3.188,0.336,3.963,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39999.141,3.188,0.336,3.963,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.246,0.288,5.255,1.019,4.644,,,,,,,,,,,,,,,,,,,,,,,,,39999.246,0.288,5.255,1.019,4.644,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.989,3.192,0.336,3.97,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.989,3.192,0.336,3.97,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.313,0.292,5.258,1.026,4.648,,,,,,,,,,,,,,,,,,,,,,,,,39999.313,0.292,5.258,1.026,4.648,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.246,3.194,0.336,3.973,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39999.246,3.194,0.336,3.973,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.092,0.276,5.25,1.009,4.639,,,,,,,,,,,,,,,,,,,,,,,,,39999.092,0.276,5.25,1.009,4.639,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.313,3.199,0.336,3.98,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.313,3.199,0.336,3.98,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.07,0.281,5.252,1.014,4.641,,,,,,,,,,,,,,,,,,,,,,,,,39999.07,0.281,5.252,1.014,4.641,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.092,3.183,0.336,3.957,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39999.092,3.183,0.336,3.957,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.189,0.288,5.256,1.021,4.645,,,,,,,,,,,,,,,,,,,,,,,,,39999.189,0.288,5.256,1.021,4.645,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.07,3.187,0.336,3.964,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39999.07,3.187,0.336,3.964,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.737,0.275,5.25,1.008,4.638,,,,,,,,,,,,,,,,,,,,,,,,,39998.737,0.275,5.25,1.008,4.638,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.189,3.194,0.336,3.974,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.189,3.194,0.336,3.974,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.054,0.286,5.255,1.019,4.644,,,,,,,,,,,,,,,,,,,,,,,,,39999.054,0.286,5.255,1.019,4.644,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.737,3.181,0.336,3.956,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.737,3.181,0.336,3.956,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.017,0.28,5.252,1.012,4.641,,,,,,,,,,,,,,,,,,,,,,,,,39999.017,0.28,5.252,1.012,4.641,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.054,3.192,0.336,3.971,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39999.054,3.192,0.336,3.971,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.192,0.289,5.257,1.022,4.646,,,,,,,,,,,,,,,,,,,,,,,,,39999.192,0.289,5.257,1.022,4.646,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.017,3.186,0.336,3.962,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39999.017,3.186,0.336,3.962,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.186,0.287,5.255,1.019,4.644,,,,,,,,,,,,,,,,,,,,,,,,,39999.186,0.287,5.255,1.019,4.644,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.192,3.195,0.336,3.976,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.192,3.195,0.336,3.976,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.102,0.288,5.256,1.021,4.645,,,,,,,,,,,,,,,,,,,,,,,,,39999.102,0.288,5.256,1.021,4.645,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.186,3.193,0.336,3.971,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39999.186,3.193,0.336,3.971,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.904,0.282,5.253,1.014,4.641,,,,,,,,,,,,,,,,,,,,,,,,,39998.904,0.282,5.253,1.014,4.641,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.102,3.195,0.336,3.975,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.102,3.195,0.336,3.975,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.15,0.289,5.256,1.022,4.646,,,,,,,,,,,,,,,,,,,,,,,,,39999.15,0.289,5.256,1.022,4.646,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.904,3.188,0.336,3.964,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.904,3.188,0.336,3.964,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.799,0.291,5.258,1.025,4.647,,,,,,,,,,,,,,,,,,,,,,,,,39998.799,0.291,5.258,1.025,4.647,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.15,3.195,0.336,3.975,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.15,3.195,0.336,3.975,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.564,0.287,5.255,1.02,4.644,,,,,,,,,,,,,,,,,,,,,,,,,39998.564,0.287,5.255,1.02,4.644,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.799,3.196,0.336,3.977,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39998.799,3.196,0.336,3.977,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.855,0.289,5.257,1.022,4.646,,,,,,,,,,,,,,,,,,,,,,,,,39998.855,0.289,5.257,1.022,4.646,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.564,3.191,0.336,3.97,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.564,3.191,0.336,3.97,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.854,0.284,5.254,1.017,4.642,,,,,,,,,,,,,,,,,,,,,,,,,39998.854,0.284,5.254,1.017,4.642,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.855,3.194,0.336,3.974,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39998.855,3.194,0.336,3.974,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.919,0.282,5.253,1.014,4.642,,,,,,,,,,,,,,,,,,,,,,,,,39998.919,0.282,5.253,1.014,4.642,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.854,3.19,0.336,3.968,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.854,3.19,0.336,3.968,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.854,0.282,5.253,1.014,4.641,,,,,,,,,,,,,,,,,,,,,,,,,39998.854,0.282,5.253,1.014,4.641,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.919,3.188,0.336,3.964,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.919,3.188,0.336,3.964,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.113,0.286,5.254,1.019,4.644,,,,,,,,,,,,,,,,,,,,,,,,,39999.113,0.286,5.254,1.019,4.644,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.854,3.187,0.336,3.964,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.854,3.187,0.336,3.964,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.872,0.273,5.249,1.005,4.636,,,,,,,,,,,,,,,,,,,,,,,,,39998.872,0.273,5.249,1.005,4.636,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.113,3.192,0.336,3.971,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39999.113,3.192,0.336,3.971,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.88,0.284,5.253,1.016,4.642,,,,,,,,,,,,,,,,,,,,,,,,,39998.88,0.284,5.253,1.016,4.642,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.872,3.18,0.336,3.952,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.872,3.18,0.336,3.952,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.833,0.279,5.251,1.01,4.639,,,,,,,,,,,,,,,,,,,,,,,,,39998.833,0.279,5.251,1.01,4.639,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.88,3.189,0.336,3.966,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.88,3.189,0.336,3.966,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.12,0.285,5.255,1.018,4.643,,,,,,,,,,,,,,,,,,,,,,,,,39999.12,0.285,5.255,1.018,4.643,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.833,3.185,0.336,3.958,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.833,3.185,0.336,3.958,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.253,0.286,5.255,1.019,4.644,,,,,,,,,,,,,,,,,,,,,,,,,39999.253,0.286,5.255,1.019,4.644,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.12,3.191,0.336,3.969,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39999.12,3.191,0.336,3.969,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.696,0.275,5.249,1.006,4.637,,,,,,,,,,,,,,,,,,,,,,,,,39998.696,0.275,5.249,1.006,4.637,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.253,3.193,0.336,3.971,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.253,3.193,0.336,3.971,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.689,0.285,5.254,1.016,4.643,,,,,,,,,,,,,,,,,,,,,,,,,39998.689,0.285,5.254,1.016,4.643,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.696,3.181,0.336,3.954,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.696,3.181,0.336,3.954,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.216,0.289,5.256,1.022,4.645,,,,,,,,,,,,,,,,,,,,,,,,,39999.216,0.289,5.256,1.022,4.645,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.689,3.19,0.336,3.968,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.689,3.19,0.336,3.968,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.641,0.268,5.247,1,4.635,,,,,,,,,,,,,,,,,,,,,,,,,39998.641,0.268,5.247,1,4.635,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.216,3.195,0.336,3.974,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.216,3.195,0.336,3.974,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.536,0.273,5.249,1.005,4.637,,,,,,,,,,,,,,,,,,,,,,,,,39998.536,0.273,5.249,1.005,4.637,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.641,3.175,0.336,3.945,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.641,3.175,0.336,3.945,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.913,0.283,5.253,1.015,4.642,,,,,,,,,,,,,,,,,,,,,,,,,39998.913,0.283,5.253,1.015,4.642,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.536,3.179,0.336,3.952,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.536,3.179,0.336,3.952,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.047,0.289,5.256,1.019,4.644,,,,,,,,,,,,,,,,,,,,,,,,,39999.047,0.289,5.256,1.019,4.644,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.913,3.189,0.336,3.965,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.913,3.189,0.336,3.965,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.834,0.274,5.249,1.006,4.637,,,,,,,,,,,,,,,,,,,,,,,,,39998.834,0.274,5.249,1.006,4.637,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.047,3.195,0.336,3.973,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.047,3.195,0.336,3.973,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.286,0.288,5.256,1.021,4.645,,,,,,,,,,,,,,,,,,,,,,,,,39999.286,0.288,5.256,1.021,4.645,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.834,3.181,0.336,3.953,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.834,3.181,0.336,3.953,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.861,0.279,5.252,1.01,4.639,,,,,,,,,,,,,,,,,,,,,,,,,39998.861,0.279,5.252,1.01,4.639,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.286,3.194,0.336,3.973,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.286,3.194,0.336,3.973,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.775,0.268,5.247,1.001,4.635,,,,,,,,,,,,,,,,,,,,,,,,,39998.775,0.268,5.247,1.001,4.635,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.861,3.185,0.336,3.958,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.861,3.185,0.336,3.958,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.219,0.289,5.256,1.022,4.645,,,,,,,,,,,,,,,,,,,,,,,,,39999.219,0.289,5.256,1.022,4.645,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.775,3.175,0.336,3.947,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.775,3.175,0.336,3.947,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.824,0.282,5.252,1.014,4.641,,,,,,,,,,,,,,,,,,,,,,,,,39998.824,0.282,5.252,1.014,4.641,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.219,3.195,0.336,3.976,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.219,3.195,0.336,3.976,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.759,0.268,5.247,1,4.635,,,,,,,,,,,,,,,,,,,,,,,,,39998.759,0.268,5.247,1,4.635,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.824,3.187,0.336,3.964,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.824,3.187,0.336,3.964,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.248,0.292,5.258,1.025,4.647,,,,,,,,,,,,,,,,,,,,,,,,,39999.248,0.292,5.258,1.025,4.647,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.759,3.175,0.336,3.946,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.759,3.175,0.336,3.946,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.347,0.265,5.245,0.996,4.633,,,,,,,,,,,,,,,,,,,,,,,,,39998.347,0.265,5.245,0.996,4.633,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.248,3.198,0.336,3.98,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.248,3.198,0.336,3.98,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.868,0.269,5.248,1.003,4.636,,,,,,,,,,,,,,,,,,,,,,,,,39998.868,0.269,5.248,1.003,4.636,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.347,3.171,0.336,3.94,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.347,3.171,0.336,3.94,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.034,0.284,5.254,1.016,4.643,,,,,,,,,,,,,,,,,,,,,,,,,39999.034,0.284,5.254,1.016,4.643,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.868,3.176,0.336,3.949,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.868,3.176,0.336,3.949,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.947,0.278,5.251,1.012,4.64,,,,,,,,,,,,,,,,,,,,,,,,,39998.947,0.278,5.251,1.012,4.64,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.034,3.189,0.336,3.968,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39999.034,3.189,0.336,3.968,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.785,0.274,5.25,1.007,4.637,,,,,,,,,,,,,,,,,,,,,,,,,39998.785,0.274,5.25,1.007,4.637,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.947,3.185,0.336,3.962,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.947,3.185,0.336,3.962,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.752,0.265,5.246,0.998,4.634,,,,,,,,,,,,,,,,,,,,,,,,,39998.752,0.265,5.246,0.998,4.634,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.785,3.18,0.336,3.955,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.785,3.18,0.336,3.955,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.843,0.279,5.251,1.012,4.64,,,,,,,,,,,,,,,,,,,,,,,,,39998.843,0.279,5.251,1.012,4.64,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.752,3.172,0.336,3.943,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.752,3.172,0.336,3.943,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.03,0.28,5.253,1.014,4.641,,,,,,,,,,,,,,,,,,,,,,,,,39999.03,0.28,5.253,1.014,4.641,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.843,3.185,0.336,3.961,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.843,3.185,0.336,3.961,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.628,0.265,5.246,0.998,4.633,,,,,,,,,,,,,,,,,,,,,,,,,39998.628,0.265,5.246,0.998,4.633,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.03,3.186,0.336,3.964,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39999.03,3.186,0.336,3.964,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.121,0.287,5.255,1.019,4.644,,,,,,,,,,,,,,,,,,,,,,,,,39999.121,0.287,5.255,1.019,4.644,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.628,3.172,0.336,3.943,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.628,3.172,0.336,3.943,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.895,0.281,5.252,1.013,4.64,,,,,,,,,,,,,,,,,,,,,,,,,39998.895,0.281,5.252,1.013,4.64,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.121,3.193,0.336,3.972,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.121,3.193,0.336,3.972,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.104,0.288,5.255,1.02,4.645,,,,,,,,,,,,,,,,,,,,,,,,,39999.104,0.288,5.255,1.02,4.645,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.895,3.186,0.336,3.963,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.895,3.186,0.336,3.963,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.656,0.27,5.248,1.001,4.635,,,,,,,,,,,,,,,,,,,,,,,,,39998.656,0.27,5.248,1.001,4.635,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.104,3.194,0.336,3.974,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.104,3.194,0.336,3.974,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.263,0.29,5.257,1.023,4.646,,,,,,,,,,,,,,,,,,,,,,,,,39999.263,0.29,5.257,1.023,4.646,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.656,3.177,0.336,3.948,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.656,3.177,0.336,3.948,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.02,0.282,5.253,1.016,4.642,,,,,,,,,,,,,,,,,,,,,,,,,39999.02,0.282,5.253,1.016,4.642,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.263,3.197,0.336,3.978,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.263,3.197,0.336,3.978,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.159,0.29,5.257,1.024,4.647,,,,,,,,,,,,,,,,,,,,,,,,,39999.159,0.29,5.257,1.024,4.647,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.02,3.188,0.336,3.967,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39999.02,3.188,0.336,3.967,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.25,0.29,5.256,1.024,4.646,,,,,,,,,,,,,,,,,,,,,,,,,39999.25,0.29,5.256,1.024,4.646,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.159,3.197,0.336,3.979,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.159,3.197,0.336,3.979,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.482,0.291,5.258,1.026,4.647,,,,,,,,,,,,,,,,,,,,,,,,,39999.482,0.291,5.258,1.026,4.647,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.25,3.197,0.336,3.978,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.25,3.197,0.336,3.978,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.248,0.294,5.259,1.025,4.648,,,,,,,,,,,,,,,,,,,,,,,,,39999.248,0.294,5.259,1.025,4.648,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.482,3.198,0.336,3.979,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.482,3.198,0.336,3.979,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.143,0.292,5.258,1.024,4.647,,,,,,,,,,,,,,,,,,,,,,,,,39999.143,0.292,5.258,1.024,4.647,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.248,3.2,0.336,3.981,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.248,3.2,0.336,3.981,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.866,0.269,5.248,1.001,4.635,,,,,,,,,,,,,,,,,,,,,,,,,39998.866,0.269,5.248,1.001,4.635,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.143,3.198,0.336,3.979,0.724,,,,,,,,,,,,,,,,,,,,,,,,,39999.143,3.198,0.336,3.979,0.724,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.761,0.282,5.253,1.016,4.641,,,,,,,,,,,,,,,,,,,,,,,,,39998.761,0.282,5.253,1.016,4.641,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.866,3.176,0.336,3.946,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.866,3.176,0.336,3.946,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.639,0.282,5.253,1.014,4.641,,,,,,,,,,,,,,,,,,,,,,,,,39998.639,0.282,5.253,1.014,4.641,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.761,3.187,0.336,3.963,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.761,3.187,0.336,3.963,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.363,0.294,5.26,1.028,4.649,,,,,,,,,,,,,,,,,,,,,,,,,39999.363,0.294,5.26,1.028,4.649,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.639,3.187,0.336,3.962,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.639,3.187,0.336,3.962,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.645,0.282,5.254,1.017,4.642,,,,,,,,,,,,,,,,,,,,,,,,,39998.645,0.282,5.254,1.017,4.642,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.363,3.201,0.336,3.983,0.725,,,,,,,,,,,,,,,,,,,,,,,,,39999.363,3.201,0.336,3.983,0.725,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.881,0.268,5.247,1.002,4.635,,,,,,,,,,,,,,,,,,,,,,,,,39998.881,0.268,5.247,1.002,4.635,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.645,3.188,0.336,3.966,0.723,,,,,,,,,,,,,,,,,,,,,,,,,39998.645,3.188,0.336,3.966,0.723,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.304,0.294,5.26,1.028,4.649,,,,,,,,,,,,,,,,,,,,,,,,,39999.304,0.294,5.26,1.028,4.649,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39998.881,3.176,0.336,3.948,0.722,,,,,,,,,,,,,,,,,,,,,,,,,39998.881,3.176,0.336,3.948,0.722,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,39999.246,0.292,5.259,1.025,4.647,,,,,,,,,,,,,,,,,,,,,,,,,39999.246,0.292,5.259,1.025,4.647,,,,,,,,,,,,,,,,
